country,country_code,year,co2_emissions_mt,co2_per_kwh
MDA,MDA,2023,2.02,421.75
MDA,MDA,2024,2.09,419.93
MDG,MDG,2000,0.24,358.08
MDG,MDG,2001,0.24,354.67
MDG,MDG,2002,0.25,350.72
MDG,MDG,2003,0.26,346.13
MDG,MDG,2004,0.27,340.45
MDG,MDG,2005,0.28,333.79
MDG,MDG,2006,0.29,330.84
MDG,MDG,2007,0.29,325.44
MDG,MDG,2008,0.31,321.86
MDG,MDG,2009,0.31,316.96
MDG,MDG,2010,0.32,311.61
MDG,MDG,2011,0.33,304.41
MDG,MDG,2012,0.35,303.15
MDG,MDG,2013,0.36,298.95
MDG,MDG,2014,0.37,292.12
MDG,MDG,2015,0.38,287.8
MDG,MDG,2016,0.38,278.64
MDG,MDG,2017,0.4,276.33
MDG,MDG,2018,0.41,273.85
MDG,MDG,2019,0.43,267.58
MDG,MDG,2020,0.44,263.58
MDG,MDG,2021,0.45,261.3
MDG,MDG,2022,0.46,254.37
MDG,MDG,2023,0.47,247.11
MDG,MDG,2024,0.48,240.55
MDV,MDV,2000,0.17,652.21
MDV,MDV,2001,0.17,644.41
MDV,MDV,2002,0.19,638.36
MDV,MDV,2003,0.19,630.63
MDV,MDV,2004,0.2,629.68
MDV,MDV,2005,0.2,622.05
MDV,MDV,2006,0.21,617.99
MDV,MDV,2007,0.21,611.44
MDV,MDV,2008,0.22,604.99
MDV,MDV,2009,0.23,597.82
MDV,MDV,2010,0.24,594.46
MDV,MDV,2011,0.24,587.61
MDV,MDV,2012,0.25,585.09
MDV,MDV,2013,0.26,578.71
MDV,MDV,2014,0.27,569.12
MDV,MDV,2015,0.28,564.99
MDV,MDV,2016,0.29,561.09
MDV,MDV,2017,0.3,557.99
MDV,MDV,2018,0.3,551.31
MDV,MDV,2019,0.31,543.11
MDV,MDV,2020,0.32,536.33
MDV,MDV,2021,0.33,533.79
MDV,MDV,2022,0.34,526.0
MDV,MDV,2023,0.35,521.06
MDV,MDV,2024,0.36,519.16
MEX,MEX,2000,88.48,464.85
MEX,MEX,2001,89.77,460.55
MEX,MEX,2002,93.49,461.86
MEX,MEX,2003,92.28,453.52
MEX,MEX,2004,94.31,451.51
MEX,MEX,2005,95.53,443.23
MEX,MEX,2006,97.13,442.42
MEX,MEX,2007,99.75,439.07
MEX,MEX,2008,99.71,433.73
MEX,MEX,2009,102.07,429.17
MEX,MEX,2010,103.44,425.78
MEX,MEX,2011,105.3,422.09
MEX,MEX,2012,106.28,418.73
MEX,MEX,2013,108.01,413.49
MEX,MEX,2014,110.6,412.86
MEX,MEX,2015,111.1,404.62
MEX,MEX,2016,113.88,404.01
MEX,MEX,2017,114.66,396.25
MEX,MEX,2018,116.78,395.14
MEX,MEX,2019,118.63,390.74
MEX,MEX,2020,118.63,383.67
MEX,MEX,2021,118.93,378.64
MEX,MEX,2022,122.12,376.8
MEX,MEX,2023,123.81,372.68
MEX,MEX,2024,126.96,372.34
MKD,MKD,2000,1.41,559.59
MKD,MKD,2001,1.44,557.16
MKD,MKD,2002,1.49,553.6
MKD,MKD,2003,1.53,547.81
MKD,MKD,2004,1.59,544.23
MKD,MKD,2005,1.61,538.12
MKD,MKD,2006,1.67,531.2
MKD,MKD,2007,1.72,529.04
MKD,MKD,2008,1.74,520.51
MKD,MKD,2009,1.82,521.99
MKD,MKD,2010,1.85,514.85
MKD,MKD,2011,1.89,506.16
MKD,MKD,2012,1.94,500.71
MKD,MKD,2013,1.99,495.64
MKD,MKD,2014,2.04,490.72
MKD,MKD,2015,2.1,485.66
MKD,MKD,2016,2.16,481.78
MKD,MKD,2017,2.22,476.82
MKD,MKD,2018,2.29,474.8
MKD,MKD,2019,2.36,471.31
MKD,MKD,2020,2.41,465.08
MKD,MKD,2021,2.51,461.56
MKD,MKD,2022,2.53,452.41
MKD,MKD,2023,2.61,451.31
MKD,MKD,2024,2.7,445.73
MLI,MLI,2000,0.47,398.24
MLI,MLI,2001,0.48,387.34
MLI,MLI,2002,0.48,373.21
MLI,MLI,2003,0.49,362.05
MLI,MLI,2004,0.49,353.04
MLI,MLI,2005,0.5,342.38
MLI,MLI,2006,0.5,334.18
MLI,MLI,2007,0.5,323.31
MLI,MLI,2008,0.5,311.65
MLI,MLI,2009,0.51,299.62
MLI,MLI,2010,0.51,288.91
MLI,MLI,2011,0.5,277.94
MLI,MLI,2012,0.5,267.16
MLI,MLI,2013,0.5,256.67
MLI,MLI,2014,0.5,245.65
MLI,MLI,2015,0.5,236.25
MLI,MLI,2016,0.5,224.3
MLI,MLI,2017,0.49,212.29
MLI,MLI,2018,0.48,202.31
MLI,MLI,2019,0.47,191.82
MLI,MLI,2020,0.46,180.17
MLI,MLI,2021,0.45,168.42
MLI,MLI,2022,0.45,162.51
MLI,MLI,2023,0.42,145.2
MLI,MLI,2024,0.41,138.05
MLT,MLT,2000,0.49,513.47
MLT,MLT,2001,0.5,505.14
MLT,MLT,2002,0.52,501.07
MLT,MLT,2003,0.54,497.67
MLT,MLT,2004,0.57,497.18
MLT,MLT,2005,0.59,491.39
MLT,MLT,2006,0.6,487.67
MLT,MLT,2007,0.63,482.99
MLT,MLT,2008,0.66,479.78
MLT,MLT,2009,0.69,476.5
MLT,MLT,2010,0.71,470.42
MLT,MLT,2011,0.75,466.31
MLT,MLT,2012,0.77,461.04
MLT,MLT,2013,0.81,459.39
MLT,MLT,2014,0.84,453.76
MLT,MLT,2015,0.87,450.43
MLT,MLT,2016,0.9,445.63
MLT,MLT,2017,0.95,442.66
MLT,MLT,2018,0.98,441.6
MLT,MLT,2019,1.03,435.97
MLT,MLT,2020,1.07,431.46
MLT,MLT,2021,1.1,424.46
MLT,MLT,2022,1.15,421.12
MLT,MLT,2023,1.19,417.16
MLT,MLT,2024,1.25,415.95
MMR,MMR,2000,2.63,273.35
MMR,MMR,2001,2.69,274.49
MMR,MMR,2002,2.79,270.09
MMR,MMR,2003,2.88,267.26
MMR,MMR,2004,2.99,267.21
MMR,MMR,2005,3.15,269.25
MMR,MMR,2006,3.23,264.86
MMR,MMR,2007,3.31,263.01
MMR,MMR,2008,3.42,259.59
MMR,MMR,2009,3.54,260.13
MMR,MMR,2010,3.61,255.42
MMR,MMR,2011,3.79,255.24
MMR,MMR,2012,3.91,253.34
MMR,MMR,2013,4.03,251.17
MMR,MMR,2014,4.27,254.61
MMR,MMR,2015,4.28,245.81
MMR,MMR,2016,4.5,249.38
MMR,MMR,2017,4.71,248.29
MMR,MMR,2018,4.79,244.55
MMR,MMR,2019,4.97,242.7
MMR,MMR,2020,5.08,239.87
MMR,MMR,2021,5.23,236.86
MMR,MMR,2022,5.5,239.63
MMR,MMR,2023,5.64,235.21
MMR,MMR,2024,5.89,234.9
MNG,MNG,2000,2.07,791.3
MNG,MNG,2001,2.13,781.63
MNG,MNG,2002,2.22,779.48
MNG,MNG,2003,2.33,776.54
MNG,MNG,2004,2.44,776.55
MNG,MNG,2005,2.54,774.55
MNG,MNG,2006,2.66,774.48
MNG,MNG,2007,2.76,769.84
MNG,MNG,2008,2.84,757.85
MNG,MNG,2009,3.03,760.59
MNG,MNG,2010,3.17,763.19
MNG,MNG,2011,3.33,761.27
MNG,MNG,2012,3.42,752.64
MNG,MNG,2013,3.57,747.27
MNG,MNG,2014,3.78,751.0
MNG,MNG,2015,3.89,741.66
MNG,MNG,2016,4.05,734.51
MNG,MNG,2017,4.26,737.64
MNG,MNG,2018,4.5,741.03
MNG,MNG,2019,4.64,732.62
MNG,MNG,2020,4.83,724.59
MNG,MNG,2021,5.06,726.83
MNG,MNG,2022,5.27,723.28
MNG,MNG,2023,5.47,715.67
MNG,MNG,2024,5.67,714.4
MOZ,MOZ,2000,1.15,145.67
MOZ,MOZ,2001,1.15,140.43
MOZ,MOZ,2002,1.24,145.3
MOZ,MOZ,2003,1.26,144.27
MOZ,MOZ,2004,1.29,143.0
MOZ,MOZ,2005,1.33,141.69
MOZ,MOZ,2006,1.39,143.34
MOZ,MOZ,2007,1.4,139.8
MOZ,MOZ,2008,1.44,138.28
MOZ,MOZ,2009,1.52,139.7
MOZ,MOZ,2010,1.55,139.7
MOZ,MOZ,2011,1.54,132.9
MOZ,MOZ,2012,1.58,131.66
MOZ,MOZ,2013,1.65,133.55
MOZ,MOZ,2014,1.67,130.78
MOZ,MOZ,2015,1.73,130.27
MOZ,MOZ,2016,1.78,129.67
MOZ,MOZ,2017,1.79,126.41
MOZ,MOZ,2018,1.84,125.83
MOZ,MOZ,2019,1.88,124.25
MOZ,MOZ,2020,1.93,122.9
MOZ,MOZ,2021,1.94,120.57
MOZ,MOZ,2022,2.04,121.63
MOZ,MOZ,2023,2.1,120.78
MOZ,MOZ,2024,2.12,118.33
MRT,MRT,2000,0.47,545.36
MRT,MRT,2001,0.48,538.8
MRT,MRT,2002,0.48,526.93
MRT,MRT,2003,0.5,519.32
MRT,MRT,2004,0.5,508.1
MRT,MRT,2005,0.51,496.96
MRT,MRT,2006,0.52,489.14
MRT,MRT,2007,0.53,478.9
MRT,MRT,2008,0.54,470.75
MRT,MRT,2009,0.54,457.29
MRT,MRT,2010,0.55,448.01
MRT,MRT,2011,0.55,438.72
MRT,MRT,2012,0.56,427.18
MRT,MRT,2013,0.57,417.14
MRT,MRT,2014,0.57,408.65
MRT,MRT,2015,0.58,396.56
MRT,MRT,2016,0.58,384.75
MRT,MRT,2017,0.58,375.81
MRT,MRT,2018,0.59,366.09
MRT,MRT,2019,0.6,355.83
MRT,MRT,2020,0.61,348.11
MRT,MRT,2021,0.6,337.12
MRT,MRT,2022,0.6,325.67
MRT,MRT,2023,0.6,313.18
MRT,MRT,2024,0.6,303.58
MSR,MSR,2000,0.01,610.88
MSR,MSR,2001,0.01,601.01
MSR,MSR,2002,0.01,597.39
MSR,MSR,2003,0.01,586.36
MSR,MSR,2004,0.01,584.25
MSR,MSR,2005,0.01,575.31
MSR,MSR,2006,0.01,570.68
MSR,MSR,2007,0.01,564.09
MSR,MSR,2008,0.01,556.73
MSR,MSR,2009,0.01,547.64
MSR,MSR,2010,0.01,542.35
MSR,MSR,2011,0.01,535.94
MSR,MSR,2012,0.01,529.44
MSR,MSR,2013,0.01,525.29
MSR,MSR,2014,0.01,516.78
MSR,MSR,2015,0.01,509.51
MSR,MSR,2016,0.01,501.49
MSR,MSR,2017,0.01,494.09
MSR,MSR,2018,0.01,485.64
MSR,MSR,2019,0.01,482.15
MSR,MSR,2020,0.01,477.55
MSR,MSR,2021,0.01,467.78
MSR,MSR,2022,0.01,460.56
MSR,MSR,2023,0.01,451.42
MSR,MSR,2024,0.01,448.74
MTQ,MTQ,2000,0.37,410.95
MTQ,MTQ,2001,0.38,401.21
MTQ,MTQ,2002,0.38,391.52
MTQ,MTQ,2003,0.39,385.65
MTQ,MTQ,2004,0.39,376.34
MTQ,MTQ,2005,0.39,367.34
MTQ,MTQ,2006,0.39,357.67
MTQ,MTQ,2007,0.4,349.64
MTQ,MTQ,2008,0.41,343.69
MTQ,MTQ,2009,0.41,336.1
MTQ,MTQ,2010,0.42,328.53
MTQ,MTQ,2011,0.42,323.12
MTQ,MTQ,2012,0.41,307.33
MTQ,MTQ,2013,0.42,301.76
MTQ,MTQ,2014,0.42,288.31
MTQ,MTQ,2015,0.42,280.04
MTQ,MTQ,2016,0.42,272.96
MTQ,MTQ,2017,0.42,266.72
MTQ,MTQ,2018,0.43,259.41
MTQ,MTQ,2019,0.42,248.84
MTQ,MTQ,2020,0.42,239.82
MTQ,MTQ,2021,0.42,233.76
MTQ,MTQ,2022,0.41,220.64
MTQ,MTQ,2023,0.43,218.26
MTQ,MTQ,2024,0.42,207.68
MUS,MUS,2000,0.55,379.86
MUS,MUS,2001,0.56,375.3
MUS,MUS,2002,0.56,364.85
MUS,MUS,2003,0.56,357.22
MUS,MUS,2004,0.57,351.41
MUS,MUS,2005,0.57,339.64
MUS,MUS,2006,0.58,335.02
MUS,MUS,2007,0.58,325.26
MUS,MUS,2008,0.59,320.36
MUS,MUS,2009,0.59,309.38
MUS,MUS,2010,0.58,301.12
MUS,MUS,2011,0.59,292.99
MUS,MUS,2012,0.59,284.62
MUS,MUS,2013,0.59,277.66
MUS,MUS,2014,0.6,271.25
MUS,MUS,2015,0.59,260.92
MUS,MUS,2016,0.59,251.53
MUS,MUS,2017,0.6,246.29
MUS,MUS,2018,0.59,236.5
MUS,MUS,2019,0.6,232.64
MUS,MUS,2020,0.59,222.67
MUS,MUS,2021,0.58,212.9
MUS,MUS,2022,0.58,206.44
MUS,MUS,2023,0.57,197.12
MUS,MUS,2024,0.57,190.01
MWI,MWI,2000,0.15,186.22
MWI,MWI,2001,0.15,178.31
MWI,MWI,2002,0.14,171.75
MWI,MWI,2003,0.15,171.94
MWI,MWI,2004,0.15,165.89
MWI,MWI,2005,0.16,161.94
MWI,MWI,2006,0.16,157.76
MWI,MWI,2007,0.16,152.72
MWI,MWI,2008,0.16,145.98
MWI,MWI,2009,0.16,142.86
MWI,MWI,2010,0.16,138.13
MWI,MWI,2011,0.16,130.43
MWI,MWI,2012,0.16,128.71
MWI,MWI,2013,0.16,122.25
MWI,MWI,2014,0.16,119.84
MWI,MWI,2015,0.16,116.32
MWI,MWI,2016,0.16,112.75
MWI,MWI,2017,0.16,106.81
MWI,MWI,2018,0.16,102.17
MWI,MWI,2019,0.16,99.84
MWI,MWI,2020,0.16,93.48
MWI,MWI,2021,0.16,92.81
MWI,MWI,2022,0.16,84.22
MWI,MWI,2023,0.14,75.17
MWI,MWI,2024,0.15,73.32
MYS,MYS,2000,41.66,481.85
MYS,MYS,2001,42.8,479.16
MYS,MYS,2002,43.89,475.63
MYS,MYS,2003,45.38,474.17
MYS,MYS,2004,46.78,474.87
MYS,MYS,2005,47.28,472.05
MYS,MYS,2006,48.95,470.49
MYS,MYS,2007,50.57,469.89
MYS,MYS,2008,51.33,466.72
MYS,MYS,2009,53.79,467.69
MYS,MYS,2010,54.64,463.61
MYS,MYS,2011,56.27,462.6
MYS,MYS,2012,57.6,457.56
MYS,MYS,2013,58.8,457.25
MYS,MYS,2014,60.1,454.65
MYS,MYS,2015,62.7,453.88
MYS,MYS,2016,63.48,451.7
MYS,MYS,2017,65.87,450.8
MYS,MYS,2018,66.69,448.58
MYS,MYS,2019,69.16,448.22
MYS,MYS,2020,71.53,444.83
MYS,MYS,2021,72.71,441.16
MYS,MYS,2022,75.18,443.03
MYS,MYS,2023,76.47,441.65
MYS,MYS,2024,78.18,437.38
NAM,NAM,2000,0.29,343.78
NAM,NAM,2001,0.29,336.01
NAM,NAM,2002,0.29,327.07
NAM,NAM,2003,0.3,320.7
NAM,NAM,2004,0.3,307.48
NAM,NAM,2005,0.3,300.54
NAM,NAM,2006,0.31,297.08
NAM,NAM,2007,0.31,286.24
NAM,NAM,2008,0.31,279.51
NAM,NAM,2009,0.31,271.01
NAM,NAM,2010,0.31,260.78
NAM,NAM,2011,0.32,255.26
NAM,NAM,2012,0.32,247.1
NAM,NAM,2013,0.32,236.6
NAM,NAM,2014,0.32,231.07
NAM,NAM,2015,0.31,218.29
NAM,NAM,2016,0.32,213.59
NAM,NAM,2017,0.32,204.36
NAM,NAM,2018,0.32,196.49
NAM,NAM,2019,0.32,188.79
NAM,NAM,2020,0.32,184.48
NAM,NAM,2021,0.31,174.11
NAM,NAM,2022,0.31,166.74
NAM,NAM,2023,0.31,159.19
NAM,NAM,2024,0.3,151.28
NCL,NCL,2000,0.62,383.65
NCL,NCL,2001,0.64,379.64
NCL,NCL,2002,0.63,368.16
NCL,NCL,2003,0.64,359.94
NCL,NCL,2004,0.65,352.29
NCL,NCL,2005,0.64,340.94
NCL,NCL,2006,0.66,334.78
NCL,NCL,2007,0.66,325.66
NCL,NCL,2008,0.67,315.97
NCL,NCL,2009,0.67,308.35
NCL,NCL,2010,0.66,297.5
NCL,NCL,2011,0.67,292.95
NCL,NCL,2012,0.67,285.17
NCL,NCL,2013,0.67,274.36
NCL,NCL,2014,0.68,267.26
NCL,NCL,2015,0.67,258.44
NCL,NCL,2016,0.67,250.42
NCL,NCL,2017,0.68,242.04
NCL,NCL,2018,0.68,233.34
NCL,NCL,2019,0.67,224.71
NCL,NCL,2020,0.66,214.77
NCL,NCL,2021,0.67,210.64
NCL,NCL,2022,0.65,199.48
NCL,NCL,2023,0.67,195.2
NCL,NCL,2024,0.65,184.68
NER,NER,2000,0.17,551.25
NER,NER,2001,0.17,532.49
NER,NER,2002,0.16,509.47
NER,NER,2003,0.16,497.12
NER,NER,2004,0.16,475.83
NER,NER,2005,0.16,459.64
NER,NER,2006,0.16,443.67
NER,NER,2007,0.16,423.37
NER,NER,2008,0.15,406.38
NER,NER,2009,0.15,388.08
NER,NER,2010,0.15,369.08
NER,NER,2011,0.14,348.77
NER,NER,2012,0.14,331.82
NER,NER,2013,0.14,312.55
NER,NER,2014,0.14,295.42
NER,NER,2015,0.13,275.0
NER,NER,2016,0.12,257.47
NER,NER,2017,0.12,241.65
NER,NER,2018,0.11,224.54
NER,NER,2019,0.11,206.64
NER,NER,2020,0.1,184.56
NER,NER,2021,0.09,171.33
NER,NER,2022,0.09,152.87
NER,NER,2023,0.08,132.98
NER,NER,2024,0.07,116.44
NGA,NGA,2000,6.64,385.59
NGA,NGA,2001,6.86,385.89
NGA,NGA,2002,7.1,387.31
NGA,NGA,2003,7.34,385.64
NGA,NGA,2004,7.65,384.73
NGA,NGA,2005,7.91,383.92
NGA,NGA,2006,8.17,384.74
NGA,NGA,2007,8.48,384.42
NGA,NGA,2008,8.8,384.51
NGA,NGA,2009,9.12,386.59
NGA,NGA,2010,9.51,382.89
NGA,NGA,2011,9.77,386.14
NGA,NGA,2012,10.1,383.89
NGA,NGA,2013,10.66,385.52
NGA,NGA,2014,11.01,385.65
NGA,NGA,2015,11.4,385.71
NGA,NGA,2016,11.89,386.34
NGA,NGA,2017,12.19,383.82
NGA,NGA,2018,12.73,386.42
NGA,NGA,2019,13.1,384.01
NGA,NGA,2020,13.69,385.77
NGA,NGA,2021,14.21,387.75
NGA,NGA,2022,14.59,383.36
NGA,NGA,2023,15.34,387.84
NGA,NGA,2024,15.86,386.28
NIC,NIC,2000,1.14,336.76
NIC,NIC,2001,1.13,326.02
NIC,NIC,2002,1.13,317.67
NIC,NIC,2003,1.12,308.86
NIC,NIC,2004,1.13,302.11
NIC,NIC,2005,1.1,290.01
NIC,NIC,2006,1.09,279.17
NIC,NIC,2007,1.1,274.4
NIC,NIC,2008,1.09,265.63
NIC,NIC,2009,1.08,255.64
NIC,NIC,2010,1.07,248.69
NIC,NIC,2011,1.06,238.36
NIC,NIC,2012,1.01,226.26
NIC,NIC,2013,1.01,219.98
NIC,NIC,2014,1.0,211.48
NIC,NIC,2015,0.99,203.3
NIC,NIC,2016,0.94,188.29
NIC,NIC,2017,0.93,182.06
NIC,NIC,2018,0.89,171.79
NIC,NIC,2019,0.85,161.42
NIC,NIC,2020,0.85,157.08
NIC,NIC,2021,0.82,146.81
NIC,NIC,2022,0.79,137.98
NIC,NIC,2023,0.78,132.81
NIC,NIC,2024,0.7,117.1
NIU,NIU,2000,0.01,629.86
NIU,NIU,2001,0.01,617.13
NIU,NIU,2002,0.01,606.68
NIU,NIU,2003,0.01,593.67
NIU,NIU,2004,0.01,580.67
NIU,NIU,2005,0.01,574.76
NIU,NIU,2006,0.01,563.88
NIU,NIU,2007,0.01,552.77
NIU,NIU,2008,0.01,545.42
NIU,NIU,2009,0.01,530.64
NIU,NIU,2010,0.01,522.45
NIU,NIU,2011,0.01,514.03
NIU,NIU,2012,0.01,502.51
NIU,NIU,2013,0.0,493.85
NIU,NIU,2014,0.0,480.39
NIU,NIU,2015,0.0,474.44
NIU,NIU,2016,0.0,463.85
NIU,NIU,2017,0.0,451.86
NIU,NIU,2018,0.0,441.7
NIU,NIU,2019,0.0,430.61
NIU,NIU,2020,0.0,418.77
NIU,NIU,2021,0.0,408.14
NIU,NIU,2022,0.0,396.65
NIU,NIU,2023,0.0,393.25
NIU,NIU,2024,0.0,381.49
NLD,NLD,2000,35.41,549.05
NLD,NLD,2001,35.38,536.34
NLD,NLD,2002,36.04,528.1
NLD,NLD,2003,36.41,519.71
NLD,NLD,2004,36.38,503.89
NLD,NLD,2005,37.1,499.63
NLD,NLD,2006,36.67,484.2
NLD,NLD,2007,37.1,479.03
NLD,NLD,2008,36.89,466.92
NLD,NLD,2009,37.15,455.56
NLD,NLD,2010,37.72,449.05
NLD,NLD,2011,37.59,438.55
NLD,NLD,2012,38.19,428.36
NLD,NLD,2013,38.14,419.11
NLD,NLD,2014,37.51,407.25
NLD,NLD,2015,38.16,398.93
NLD,NLD,2016,38.19,390.56
NLD,NLD,2017,37.84,380.1
NLD,NLD,2018,38.26,370.26
NLD,NLD,2019,38.18,359.87
NLD,NLD,2020,37.91,350.74
NLD,NLD,2021,37.46,337.62
NLD,NLD,2022,37.41,329.77
NLD,NLD,2023,37.37,319.9
NLD,NLD,2024,37.51,312.7
NOR,NOR,2000,6.13,84.77
NOR,NOR,2001,6.69,89.73
NOR,NOR,2002,6.36,83.37
NOR,NOR,2003,6.52,81.91
NOR,NOR,2004,6.13,75.35
NOR,NOR,2005,6.44,75.59
NOR,NOR,2006,6.46,73.55
NOR,NOR,2007,6.45,71.69
NOR,NOR,2008,6.18,66.69
NOR,NOR,2009,6.57,68.73
NOR,NOR,2010,6.26,62.87
NOR,NOR,2011,6.49,63.09
NOR,NOR,2012,6.39,60.43
NOR,NOR,2013,6.21,56.82
NOR,NOR,2014,5.88,53.08
NOR,NOR,2015,6.46,55.56
NOR,NOR,2016,5.67,47.26
NOR,NOR,2017,6.3,50.72
NOR,NOR,2018,5.96,46.2
NOR,NOR,2019,5.4,40.99
NOR,NOR,2020,5.7,42.06
NOR,NOR,2021,5.73,40.86
NOR,NOR,2022,5.82,39.97
NOR,NOR,2023,5.08,33.88
NOR,NOR,2024,5.06,32.86
NPL,NPL,2000,0.15,61.71
NPL,NPL,2001,0.16,62.51
NPL,NPL,2002,0.15,58.94
NPL,NPL,2003,0.16,58.4
NPL,NPL,2004,0.16,55.74
NPL,NPL,2005,0.17,57.16
NPL,NPL,2006,0.17,54.65
NPL,NPL,2007,0.17,53.27
NPL,NPL,2008,0.17,48.86
NPL,NPL,2009,0.19,52.2
NPL,NPL,2010,0.2,51.92
NPL,NPL,2011,0.18,46.97
NPL,NPL,2012,0.18,44.14
NPL,NPL,2013,0.19,44.45
NPL,NPL,2014,0.2,45.77
NPL,NPL,2015,0.18,38.33
NPL,NPL,2016,0.18,35.87
NPL,NPL,2017,0.21,40.6
NPL,NPL,2018,0.2,37.11
NPL,NPL,2019,0.19,34.37
NPL,NPL,2020,0.19,31.85
NPL,NPL,2021,0.2,33.02
NPL,NPL,2022,0.22,33.17
NPL,NPL,2023,0.18,26.43
NPL,NPL,2024,0.19,26.97
NRU,NRU,2000,0.02,687.15
NRU,NRU,2001,0.02,685.82
NRU,NRU,2002,0.02,679.22
NRU,NRU,2003,0.02,676.4
NRU,NRU,2004,0.02,670.06
NRU,NRU,2005,0.02,664.35
NRU,NRU,2006,0.02,664.63
NRU,NRU,2007,0.02,654.65
NRU,NRU,2008,0.02,652.59
NRU,NRU,2009,0.02,647.57
NRU,NRU,2010,0.02,647.73
NRU,NRU,2011,0.02,642.85
NRU,NRU,2012,0.03,635.86
NRU,NRU,2013,0.03,632.15
NRU,NRU,2014,0.03,626.57
NRU,NRU,2015,0.02,620.85
NRU,NRU,2016,0.02,618.53
NRU,NRU,2017,0.02,613.95
NRU,NRU,2018,0.02,610.98
NRU,NRU,2019,0.02,608.47
NRU,NRU,2020,0.02,602.03
NRU,NRU,2021,0.03,597.43
NRU,NRU,2022,0.03,589.64
NRU,NRU,2023,0.03,590.99
NRU,NRU,2024,0.03,580.92
NZL,NZL,2000,4.29,219.33
NZL,NZL,2001,4.22,212.2
NZL,NZL,2002,4.42,209.92
NZL,NZL,2003,4.37,203.47
NZL,NZL,2004,4.47,201.68
NZL,NZL,2005,4.48,193.98
NZL,NZL,2006,4.44,185.71
NZL,NZL,2007,4.46,180.67
NZL,NZL,2008,4.54,177.07
NZL,NZL,2009,4.66,175.49
NZL,NZL,2010,4.63,169.93
NZL,NZL,2011,4.63,162.89
NZL,NZL,2012,4.64,158.81
NZL,NZL,2013,4.6,153.27
NZL,NZL,2014,4.65,148.36
NZL,NZL,2015,4.73,145.42
NZL,NZL,2016,4.53,136.62
NZL,NZL,2017,4.62,133.17
NZL,NZL,2018,4.59,127.45
NZL,NZL,2019,4.54,121.39
NZL,NZL,2020,4.56,118.88
NZL,NZL,2021,4.56,114.15
NZL,NZL,2022,4.41,106.28
NZL,NZL,2023,4.36,102.36
NZL,NZL,2024,4.23,96.61
OMN,OMN,2000,8.25,493.94
OMN,OMN,2001,8.57,492.09
OMN,OMN,2002,8.81,489.76
OMN,OMN,2003,9.23,490.57
OMN,OMN,2004,9.58,491.05
OMN,OMN,2005,9.81,486.51
OMN,OMN,2006,10.24,485.57
OMN,OMN,2007,10.6,484.02
OMN,OMN,2008,10.98,483.88
OMN,OMN,2009,11.55,484.93
OMN,OMN,2010,11.85,481.26
OMN,OMN,2011,12.28,482.21
OMN,OMN,2012,12.63,479.41
OMN,OMN,2013,13.13,477.45
OMN,OMN,2014,13.78,478.55
OMN,OMN,2015,14.23,477.56
OMN,OMN,2016,14.69,475.35
OMN,OMN,2017,15.23,473.01
OMN,OMN,2018,15.82,474.82
OMN,OMN,2019,16.31,473.02
OMN,OMN,2020,16.92,470.76
OMN,OMN,2021,17.55,469.99
OMN,OMN,2022,18.19,468.23
OMN,OMN,2023,18.93,468.23
OMN,OMN,2024,19.53,466.55
PAK,PAK,2000,35.61,384.94
PAK,PAK,2001,36.14,382.77
PAK,PAK,2002,37.07,382.89
PAK,PAK,2003,37.35,376.7
PAK,PAK,2004,38.4,374.15
PAK,PAK,2005,38.91,371.65
PAK,PAK,2006,40.28,372.61
PAK,PAK,2007,41.02,369.73
PAK,PAK,2008,41.04,363.58
PAK,PAK,2009,41.52,362.23
PAK,PAK,2010,43.25,363.55
PAK,PAK,2011,43.44,359.06
PAK,PAK,2012,43.56,353.15
PAK,PAK,2013,45.16,355.97
PAK,PAK,2014,45.48,349.7
PAK,PAK,2015,46.41,348.78
PAK,PAK,2016,46.87,344.65
PAK,PAK,2017,47.87,343.08
PAK,PAK,2018,48.46,339.32
PAK,PAK,2019,50.1,340.39
PAK,PAK,2020,49.94,336.06
PAK,PAK,2021,51.6,336.87
PAK,PAK,2022,51.98,330.52
PAK,PAK,2023,52.91,326.37
PAK,PAK,2024,53.89,326.46
PAN,PAN,2000,1.22,261.74
PAN,PAN,2001,1.23,253.35
PAN,PAN,2002,1.25,245.7
PAN,PAN,2003,1.26,240.04
PAN,PAN,2004,1.3,234.16
PAN,PAN,2005,1.3,226.2
PAN,PAN,2006,1.31,218.59
PAN,PAN,2007,1.33,213.46
PAN,PAN,2008,1.36,208.14
PAN,PAN,2009,1.39,203.13
PAN,PAN,2010,1.37,192.03
PAN,PAN,2011,1.36,183.33
PAN,PAN,2012,1.41,180.99
PAN,PAN,2013,1.41,172.89
PAN,PAN,2014,1.46,171.08
PAN,PAN,2015,1.42,159.86
PAN,PAN,2016,1.41,153.4
PAN,PAN,2017,1.43,148.67
PAN,PAN,2018,1.45,144.78
PAN,PAN,2019,1.42,135.84
PAN,PAN,2020,1.4,128.23
PAN,PAN,2021,1.4,121.71
PAN,PAN,2022,1.37,115.18
PAN,PAN,2023,1.37,109.87
PAN,PAN,2024,1.34,102.7
PER,PER,2000,6.63,293.84
PER,PER,2001,6.72,286.35
PER,PER,2002,6.89,283.43
PER,PER,2003,7.11,280.4
PER,PER,2004,7.45,282.71
PER,PER,2005,7.56,274.29
